,,DHAK_HAK,DHAK_HAJ,DHAK_HAH,DHAK_HAG,DHAK_HAE,DHAK_HAD,DHAK_HAB,DHAK_HAL,DHAK_HAM,DHAK_HAN,DHAK_HAO,DHAK_HAP,DHAK_HAT,DHAK_HA,DHAK_HAA,DHAK_HD,DHAK_HC,DHAK_HN,DHAK_HO,DHAK_HL,DHAK_HM,DHAK_HK,DHAK_HG,DHAK_HE,DHAK_HF,DHAK_HCU,DHAK_HCV,DHAK_HCQ,DHAK_HCR,DHAK_HCT,DHAK_HCM,DHAK_HCO,DHAK_HCP,DHAK_HB,DHAK_HU,DHAK_HT,DHAK_HQ,DHAK_HP,DHAK_HR,DHAK_HDE,DHAK_HDA,DHAK_HDD,DHAK_HDC,DHAK_HCW,DHAK_HCZ,DHAK_HCD,DHAK_HCB,DHAK_HCJ,DHAK_HCI,DHAK_HCK,DHAK_HBH,DHAK_HAZ,DHAK_HBE,DHAK_HBK,DHAK_HBI,DHAK_HBJ,DHAK_HBV
k2054,PWY-6703: preQ0 biosynthesis|g__Odoribacter.s__Odoribacter_splanchnicus,1.12E-07,1.12E-07,1.12E-07,1.12E-07,0.385166814,1.12E-07,1.12E-07,1.12E-07,1.12E-07,1.12E-07,1.12E-07,1.12E-07,1.12E-07,1.12E-07,1.12E-07,1.12E-07,1.12E-07,1.12E-07,1.12E-07,0.07454509,1.12E-07,1.12E-07,1.12E-07,0.147726724,1.12E-07,1.12E-07,1.12E-07,1.12E-07,1.12E-07,1.12E-07,1.12E-07,1.12E-07,1.12E-07,1.12E-07,0.110608157,1.12E-07,1.12E-07,1.12E-07,1.12E-07,0.126255553,1.12E-07,1.12E-07,1.12E-07,1.12E-07,1.12E-07,0.05046718,1.12E-07,1.12E-07,1.12E-07,1.12E-07,1.12E-07,1.12E-07,1.12E-07,1.12E-07,0.105224866,1.12E-07,1.12E-07
k2055,PWY-6703: preQ0 biosynthesis|g__Barnesiella.s__Barnesiella_intestinihominis,1.08E-07,1.08E-07,1.08E-07,1.08E-07,0.320846456,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,0.070745735,1.08E-07,0.119702919,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,0.089449337,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,0.03890368,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,0.306831358,0.053515128,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07
k2056,PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_massiliensis,3.31E-07,3.31E-07,3.31E-07,3.31E-07,0.877820821,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,0.122160954,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07
k2057,PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_thetaiotaomicron,1.16E-07,1.16E-07,1.16E-07,1.16E-07,0.257338448,1.16E-07,1.16E-07,1.16E-07,1.16E-07,0.052095195,1.16E-07,1.16E-07,1.16E-07,1.16E-07,1.16E-07,1.16E-07,1.16E-07,1.16E-07,1.16E-07,0.072593162,1.16E-07,1.16E-07,1.16E-07,1.16E-07,1.16E-07,1.16E-07,1.16E-07,1.16E-07,1.16E-07,1.16E-07,1.16E-07,1.16E-07,1.16E-07,1.16E-07,1.16E-07,1.16E-07,1.16E-07,1.16E-07,1.16E-07,0.017672575,1.16E-07,1.16E-07,1.16E-07,1.16E-07,1.16E-07,1.16E-07,1.16E-07,1.16E-07,0.025308071,1.16E-07,0.328818332,1.16E-07,0.045124892,1.16E-07,0.161642501,1.16E-07,0.039401276
k2058,PWY-6703: preQ0 biosynthesis|g__Megamonas.s__Megamonas_rupellensis,7.56E-08,7.56E-08,7.56E-08,7.56E-08,0.07274373,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,0.92725211,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08
k2059,PWY-6703: preQ0 biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila,9.30E-08,9.30E-08,9.30E-08,9.30E-08,0.032085652,9.30E-08,9.30E-08,9.30E-08,0.081514628,9.30E-08,9.30E-08,9.30E-08,9.30E-08,9.30E-08,9.30E-08,9.30E-08,9.30E-08,9.30E-08,9.30E-08,9.30E-08,9.30E-08,9.30E-08,9.30E-08,9.30E-08,9.30E-08,9.30E-08,9.30E-08,0.063707292,9.30E-08,9.30E-08,9.30E-08,9.30E-08,0.126391117,9.30E-08,9.30E-08,9.30E-08,0.04082299,9.30E-08,9.30E-08,0.048077314,9.30E-08,9.30E-08,9.30E-08,9.30E-08,9.30E-08,9.30E-08,0.031800994,9.30E-08,9.30E-08,9.30E-08,9.30E-08,9.30E-08,9.30E-08,9.30E-08,0.575595455,9.30E-08,9.30E-08
k2060,ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Odoribacter.s__Odoribacter_splanchnicus,9.05E-08,9.05E-08,9.05E-08,9.05E-08,0.402189013,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,0.091718819,9.05E-08,9.05E-08,9.05E-08,0.08140362,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,0.114519799,9.05E-08,0.123211542,9.05E-08,9.05E-08,0.059648373,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,0.024831612,0.053420328,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,0.04905255,9.05E-08,9.05E-08
k2061,ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Akkermansia.s__Akkermansia_muciniphila,6.54E-08,6.54E-08,6.54E-08,6.54E-08,0.060610239,6.54E-08,6.54E-08,6.54E-08,0.058040296,6.54E-08,6.54E-08,6.54E-08,6.54E-08,6.54E-08,6.54E-08,6.54E-08,6.54E-08,6.54E-08,6.54E-08,6.54E-08,6.54E-08,6.54E-08,6.54E-08,6.54E-08,6.54E-08,6.54E-08,6.54E-08,0.132317425,6.54E-08,6.54E-08,6.54E-08,6.54E-08,0.078723357,6.54E-08,0.016758088,6.54E-08,0.084499259,6.54E-08,6.54E-08,0.039199538,6.54E-08,6.54E-08,6.54E-08,6.54E-08,6.54E-08,0.00756749,0.106238425,6.54E-08,6.54E-08,6.54E-08,6.54E-08,6.54E-08,6.54E-08,6.54E-08,0.416042812,6.54E-08,6.54E-08
k2062,PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Odoribacter.s__Odoribacter_splanchnicus,9.70E-08,9.70E-08,9.70E-08,9.70E-08,0.421148926,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,0.081452481,9.70E-08,9.70E-08,9.70E-08,0.069828996,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,0.122724594,9.70E-08,0.132039058,9.70E-08,9.70E-08,0.056590302,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,0.026203626,0.038410332,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,9.70E-08,0.051597029,9.70E-08,9.70E-08
k2063,PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Barnesiella.s__Barnesiella_intestinihominis,7.32E-08,7.32E-08,7.32E-08,7.32E-08,0.256374298,7.32E-08,0.01052592,7.32E-08,7.32E-08,7.32E-08,7.32E-08,7.32E-08,7.32E-08,7.32E-08,0.104477397,7.32E-08,0.149012457,7.32E-08,7.32E-08,7.32E-08,7.32E-08,7.32E-08,7.32E-08,7.32E-08,7.32E-08,7.32E-08,0.021887536,0.200604726,7.32E-08,7.32E-08,7.32E-08,0.020786064,7.32E-08,7.32E-08,0.027438091,7.32E-08,0.033450058,7.32E-08,7.32E-08,7.32E-08,7.32E-08,7.32E-08,7.32E-08,0.009706626,0.138446414,0.027287118,7.32E-08,7.32E-08,7.32E-08,7.32E-08,7.32E-08,7.32E-08,7.32E-08,7.32E-08,7.32E-08,7.32E-08,7.32E-08
k2064,PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_massiliensis,2.91E-07,2.91E-07,2.91E-07,2.91E-07,0.82585647,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,0.080365221,0.09376262,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07
k2065,PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Akkermansia.s__Akkermansia_muciniphila,7.76E-08,7.76E-08,7.76E-08,7.76E-08,0.039437901,7.76E-08,7.76E-08,7.76E-08,0.068893876,7.76E-08,7.76E-08,7.76E-08,7.76E-08,7.76E-08,7.76E-08,7.76E-08,7.76E-08,7.76E-08,7.76E-08,7.76E-08,7.76E-08,7.76E-08,7.76E-08,7.76E-08,7.76E-08,7.76E-08,7.76E-08,0.143932553,7.76E-08,7.76E-08,7.76E-08,7.76E-08,0.058042344,7.76E-08,0.018348759,7.76E-08,0.083570122,7.76E-08,7.76E-08,0.028470318,7.76E-08,7.76E-08,7.76E-08,7.76E-08,7.76E-08,0.004895081,0.106175527,7.76E-08,7.76E-08,7.76E-08,7.76E-08,7.76E-08,7.76E-08,7.76E-08,0.448229871,7.76E-08,7.76E-08
k2066,VALSYN-PWY: L-valine biosynthesis|g__Odoribacter.s__Odoribacter_splanchnicus,9.05E-08,9.05E-08,9.05E-08,9.05E-08,0.402189013,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,0.091718819,9.05E-08,9.05E-08,9.05E-08,0.08140362,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,0.114519799,9.05E-08,0.123211542,9.05E-08,9.05E-08,0.059648373,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,0.024831612,0.053420328,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,9.05E-08,0.04905255,9.05E-08,9.05E-08
k2067,VALSYN-PWY: L-valine biosynthesis|g__Barnesiella.s__Barnesiella_intestinihominis,7.32E-08,7.32E-08,7.32E-08,7.32E-08,0.256374298,7.32E-08,0.01052592,7.32E-08,7.32E-08,7.32E-08,7.32E-08,7.32E-08,7.32E-08,7.32E-08,0.104477397,7.32E-08,0.149012457,7.32E-08,7.32E-08,7.32E-08,7.32E-08,7.32E-08,7.32E-08,7.32E-08,7.32E-08,7.32E-08,0.021887536,0.200604726,7.32E-08,7.32E-08,7.32E-08,0.020786064,7.32E-08,7.32E-08,0.027438091,7.32E-08,0.033450058,7.32E-08,7.32E-08,7.32E-08,7.32E-08,7.32E-08,7.32E-08,0.009706626,0.138446414,0.027287118,7.32E-08,7.32E-08,7.32E-08,7.32E-08,7.32E-08,7.32E-08,7.32E-08,7.32E-08,7.32E-08,7.32E-08,7.32E-08
k2068,VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_massiliensis,2.91E-07,2.91E-07,2.91E-07,2.91E-07,0.82585647,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,0.080365221,0.09376262,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07,2.91E-07
k2069,VALSYN-PWY: L-valine biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila,6.52E-08,6.52E-08,6.52E-08,6.52E-08,0.0604757,6.52E-08,6.52E-08,6.52E-08,0.057911462,6.52E-08,6.52E-08,6.52E-08,6.52E-08,6.52E-08,6.52E-08,6.52E-08,6.52E-08,6.52E-08,6.52E-08,6.52E-08,6.52E-08,6.52E-08,6.52E-08,6.52E-08,6.52E-08,6.52E-08,6.52E-08,0.132023714,6.52E-08,6.52E-08,6.52E-08,6.52E-08,0.078548611,6.52E-08,0.016720889,6.52E-08,0.084311692,6.52E-08,6.52E-08,0.039112525,6.52E-08,6.52E-08,6.52E-08,6.52E-08,6.52E-08,0.007550692,0.106002603,6.52E-08,6.52E-08,6.52E-08,6.52E-08,6.52E-08,6.52E-08,6.52E-08,0.415119303,0.00221981,6.52E-08
k2070,PWY-5686: UMP biosynthesis|g__Bacteroides.s__Bacteroides_caccae,2.58E-08,2.58E-08,2.58E-08,2.58E-08,0.344746622,2.58E-08,2.58E-08,2.58E-08,2.58E-08,0.092142002,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08,0.012644011,2.58E-08,2.58E-08,0.037996476,2.58E-08,0.004551373,0.005679203,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08,0.022139306,2.58E-08,0.032571583,2.58E-08,0.012166967,2.58E-08,0.131465788,0.202519624,2.58E-08,2.58E-08,2.58E-08,2.58E-08,0.008414698,0.012742303,0.005208774,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08,0.046831527,2.58E-08,0.01777227,2.58E-08,0.010406438
k2071,PWY-5686: UMP biosynthesis|g__Alistipes.s__Alistipes_sp_HGB5,2.25E-07,2.25E-07,2.25E-07,2.25E-07,0.999987408,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07,2.25E-07
k2072,PWY-5686: UMP biosynthesis|g__Barnesiella.s__Barnesiella_intestinihominis,1.14E-07,1.14E-07,1.14E-07,1.14E-07,0.416646703,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,0.152034459,1.14E-07,0.097632773,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,0.057849605,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,0.014487784,0.227113847,0.034229126,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07
k2073,PWY-5686: UMP biosynthesis|g__Bacteroides.s__Bacteroides_thetaiotaomicron,8.64E-08,8.64E-08,8.64E-08,8.64E-08,0.312186894,8.64E-08,8.64E-08,8.64E-08,8.64E-08,0.020659656,8.64E-08,8.64E-08,8.64E-08,8.64E-08,8.64E-08,8.64E-08,8.64E-08,8.64E-08,8.64E-08,0.028958408,8.64E-08,8.64E-08,8.64E-08,0.042950569,8.64E-08,8.64E-08,8.64E-08,8.64E-08,8.64E-08,8.64E-08,8.64E-08,8.64E-08,8.64E-08,8.64E-08,8.64E-08,8.64E-08,8.64E-08,8.64E-08,8.64E-08,0.053082692,8.64E-08,8.64E-08,8.64E-08,8.64E-08,8.64E-08,0.035515942,8.64E-08,8.64E-08,8.64E-08,0.04432698,0.228075385,8.64E-08,0.061177775,8.64E-08,0.149090019,0.008677045,0.015294746
k2074,PWY-5686: UMP biosynthesis|g__Bacteroides.s__Bacteroides_massiliensis,2.28E-07,2.28E-07,2.28E-07,2.28E-07,0.81639065,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,0.090488253,0.093108805,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07,2.28E-07
k2075,PWY-5686: UMP biosynthesis|g__Odoribacter.s__Odoribacter_splanchnicus,1.08E-07,1.08E-07,1.08E-07,1.08E-07,0.372417969,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,0.084027654,1.08E-07,1.08E-07,1.08E-07,0.070596845,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,0.151417569,1.08E-07,0.160095541,1.08E-07,1.08E-07,0.046707805,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,0.038703677,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,0.076027638,1.08E-07,1.08E-07
k2076,PWY-5686: UMP biosynthesis|g__Alistipes.s__Alistipes_finegoldii,1.55E-07,1.55E-07,1.55E-07,1.55E-07,0.448957684,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,0.05658023,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,0.08283368,1.55E-07,1.55E-07,1.55E-07,0.411620208,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07,1.55E-07
k2077,PWY-5686: UMP biosynthesis|g__Veillonella.s__Veillonella_parvula,2.11E-07,2.11E-07,2.11E-07,2.11E-07,0.043956118,2.11E-07,2.11E-07,2.11E-07,2.11E-07,0.066173294,2.11E-07,2.11E-07,2.11E-07,2.11E-07,2.11E-07,2.11E-07,2.11E-07,2.11E-07,2.11E-07,2.11E-07,0.154651216,2.11E-07,2.11E-07,2.11E-07,2.11E-07,2.11E-07,2.11E-07,2.11E-07,2.11E-07,2.11E-07,2.11E-07,2.11E-07,2.11E-07,2.11E-07,2.11E-07,2.11E-07,2.11E-07,2.11E-07,2.11E-07,0.464758449,2.11E-07,2.11E-07,2.11E-07,2.11E-07,2.11E-07,2.11E-07,2.11E-07,2.11E-07,2.11E-07,2.11E-07,0.073162184,2.11E-07,0.197287966,2.11E-07,2.11E-07,2.11E-07,2.11E-07
k2078,PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Alistipes.s__Alistipes_finegoldii,1.40E-07,1.40E-07,1.40E-07,1.40E-07,0.61437759,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,0.071433438,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,0.314181402,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07,1.40E-07
k2079,PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Alistipes.s__Alistipes_sp_HGB5,4.52E-07,4.52E-07,4.52E-07,4.52E-07,0.999974709,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07,4.52E-07
k2080,PANTO-PWY: phosphopantothenate biosynthesis I|g__Alistipes.s__Alistipes_finegoldii,1.35E-07,1.35E-07,1.35E-07,1.35E-07,0.58724805,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,0.046474783,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,0.017008282,1.35E-07,1.35E-07,1.35E-07,0.349261714,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07,1.35E-07
k2081,PANTO-PWY: phosphopantothenate biosynthesis I|g__Barnesiella.s__Barnesiella_intestinihominis,8.46E-08,8.46E-08,8.46E-08,8.46E-08,0.354534091,8.46E-08,8.46E-08,8.46E-08,8.46E-08,8.46E-08,8.46E-08,8.46E-08,8.46E-08,8.46E-08,0.13616211,8.46E-08,0.125689586,8.46E-08,8.46E-08,8.46E-08,8.46E-08,8.46E-08,8.46E-08,8.46E-08,8.46E-08,8.46E-08,8.46E-08,0.097383029,8.46E-08,8.46E-08,8.46E-08,8.46E-08,8.46E-08,8.46E-08,0.059060688,8.46E-08,8.46E-08,8.46E-08,8.46E-08,8.46E-08,8.46E-08,8.46E-08,8.46E-08,0.016602629,0.159022996,0.051540724,8.46E-08,8.46E-08,8.46E-08,8.46E-08,8.46E-08,8.46E-08,8.46E-08,8.46E-08,8.46E-08,8.46E-08,8.46E-08
k2082,PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_massiliensis,1.93E-07,1.93E-07,1.93E-07,1.93E-07,0.797075331,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,0.109925698,0.071925044,1.93E-07,1.93E-07,1.93E-07,1.93E-07,1.93E-07,0.021063711,1.93E-07,1.93E-07,1.93E-07,1.93E-07
k2083,PANTO-PWY: phosphopantothenate biosynthesis I|g__Odoribacter.s__Odoribacter_splanchnicus,1.08E-07,1.08E-07,1.08E-07,1.08E-07,0.355524048,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,0.183971288,1.08E-07,1.08E-07,1.08E-07,0.029377053,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,0.158107972,1.08E-07,0.0996403,1.08E-07,1.08E-07,0.030254349,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,0.058535757,0.029301596,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,1.08E-07,0.055282434,1.08E-07,1.08E-07
